,Value
2141,834/9
2142,41/719
2143,320/507
2144,75/91
2145,222/7
2146,953/3
2147,69/46
2148,514/75
2149,112/893
2150,5/5
2151,643/7
2152,47/9
2153,715/3
2154,3/62
2155,916/4
2156,889/820
2157,991/3
2158,9/3
2159,5/27
2160,968/25
2161,7/38
2162,7/7
2163,91/96
2164,32/5
2165,5/640
2166,220/1
2167,607/75
2168,395/5
2169,5/178
2170,125/99
2171,43/155
2172,6/2
2173,72/1
2174,472/35
2175,86/904
2176,630/918
2177,6/253
2178,34/849
2179,367/77
2180,487/851
2181,7/923
2182,31/70
2183,5/78
2184,82/8
2185,4/8
2186,185/21
2187,247/73
2188,7/9
2189,1/3
2190,2/32
2191,881/2
2192,6/902
2193,8/956
2194,522/1
2195,460/9
2196,2/2
2197,524/4
2198,270/26
2199,513/3
2200,5/515
2201,180/563
2202,2/86
2203,22/36
2204,28/2
2205,117/177
2206,8/508
2207,35/74
2208,55/13
2209,2/67
2210,724/1
2211,5/77
2212,2/3
2213,136/3
2214,92/742
2215,2/3
2216,8/51
2217,52/340
2218,66/25
2219,94/814
2220,6/721
2221,743/418
2222,87/7
2223,70/723
2224,4/30
2225,822/2
2226,42/466
2227,31/3
2228,872/618
2229,2/2
2230,75/12
2231,377/74
2232,814/1
2233,931/73
2234,7/98
2235,3/493
2236,1/68
2237,13/90
2238,158/49
2239,22/97
2240,91/96
2241,8/94
2242,8/685
2243,22/8
2244,27/1
2245,9/8
2246,789/80
2247,53/5
2248,27/7
2249,4/512
2250,876/202
2251,506/3
2252,6/6
2253,31/18
2254,4/72
2255,2/993
2256,64/153
2257,667/3
2258,20/4
2259,2/4
2260,527/449
2261,298/4
2262,6/14
2263,493/68
2264,1/596
2265,881/435
2266,36/4
2267,628/6
2268,42/375
2269,12/509
2270,30/7
2271,2/96
2272,763/485
2273,1/6
2274,128/5
2275,81/80
2276,19/289
2277,954/9
2278,4/4
2279,40/59
2280,3/8
2281,8/73
2282,3/92
2283,37/6
2284,6/320
2285,4/6
2286,7/4
2287,5/456
2288,7/3
2289,6/495
2290,77/60
2291,479/58
2292,450/45
2293,72/4
2294,19/3
2295,136/78
2296,38/196
2297,32/247
2298,6/413
2299,879/380
2300,110/84
2301,536/39
2302,2/40
2303,623/6
2304,3/5
2305,9/8
2306,4/3
2307,62/3
2308,795/3
2309,89/64
2310,72/384
2311,713/4
2312,40/2
2313,125/2
2314,5/1
2315,259/6
2316,32/289
2317,63/160
2318,582/340
2319,9/334
2320,9/4
2321,17/36
2322,1/869
2323,79/5
2324,2/63
2325,8/50
2326,8/250
2327,8/9
2328,953/2
2329,13/609
2330,3/8
2331,19/746
2332,3/21
2333,389/41
2334,817/3
2335,605/1
2336,638/666
2337,64/3
2338,8/855
2339,121/1
2340,4/89
2341,183/24
2342,127/5
2343,53/9
2344,39/9
2345,81/80
2346,2/42
2347,1/877
2348,282/7
2349,8/871
2350,40/3
2351,7/406
2352,44/557
2353,3/850
2354,53/65
2355,338/93
2356,9/72
2357,530/559
2358,5/5
2359,30/2
2360,751/12
2361,893/2
2362,72/61
2363,3/150
2364,253/4
2365,1/2
2366,75/79
2367,2/1
2368,62/714
2369,20/548
2370,3/44
2371,19/86
2372,971/110
2373,53/872
2374,191/5
2375,7/5
2376,16/9
2377,9/1
2378,5/875
2379,5/40
2380,2/524
2381,806/101
2382,4/55
2383,756/7
2384,355/45
2385,5/293
2386,3/901
2387,678/6
2388,4/64
2389,69/8
2390,60/64
2391,225/198
2392,1/4
2393,4/4
2394,681/457
2395,2/198
2396,687/45
2397,38/98
2398,90/5
2399,408/8
2400,270/91
2401,65/22
2402,76/43
2403,25/28
2404,79/849
2405,230/6
2406,377/89
2407,6/55
2408,39/48
2409,8/693
2410,12/98
2411,699/76
2412,2/61
2413,974/5
2414,66/75
2415,83/68
2416,5/5
2417,4/7
2418,788/9
2419,810/72
2420,415/847
2421,1/5
2422,5/3
2423,7/490
2424,25/64
2425,1/68
2426,286/7
2427,85/81
2428,59/370
2429,87/7
2430,5/4
2431,2/489
2432,322/996
2433,35/551
2434,7/419
2435,84/5
2436,6/967
2437,11/714
2438,399/276
2439,6/45
2440,26/339
2441,126/8
2442,725/63
2443,5/7
2444,4/7
2445,91/2
2446,1/9
2447,324/2
2448,7/18
2449,14/635
2450,905/4
2451,6/46
2452,68/275
2453,73/7
2454,665/9
2455,47/766
2456,158/653
2457,51/4
2458,89/671
2459,1/4
2460,68/98
2461,166/918
2462,75/81
2463,28/896
2464,5/743
2465,2/30
2466,31/27
2467,93/89
2468,8/492
2469,4/742
2470,1/3
2471,3/35
2472,692/755
2473,7/1
2474,8/3
2475,6/222
2476,67/635
2477,7/706
2478,81/45
2479,328/30
2480,27/15
2481,8/801
2482,8/97
2483,224/74
2484,28/80
2485,166/350
2486,82/3
2487,62/279
2488,6/228
2489,994/56
2490,9/395
2491,568/1
2492,17/519
2493,31/76
2494,3/36
2495,5/5
2496,20/41
2497,851/7
2498,25/3
2499,80/65
2500,458/7
2501,7/19
2502,706/7
2503,555/861
2504,2/8
2505,66/812
2506,4/121
2507,72/2
2508,329/8
2509,31/5
2510,227/9
2511,8/8
2512,9/623
2513,3/966
2514,96/512
2515,5/1
2516,332/906
2517,91/769
2518,8/4
2519,922/59
2520,657/20
2521,64/72
2522,92/85
2523,1/743
2524,978/251
2525,464/12
2526,60/668
2527,7/5
2528,254/66
2529,11/17
2530,985/76
2531,722/62
2532,115/9
2533,24/28
2534,233/52
2535,4/77
2536,9/7
2537,63/182
2538,9/49
2539,356/76
2540,41/48
2541,394/7
2542,418/16
2543,310/740
2544,23/67
2545,785/41
2546,80/1
2547,158/2
2548,9/93
2549,20/412
2550,8/6
2551,11/5
2552,7/8
2553,63/252
2554,3/525
2555,82/963
2556,423/30
2557,248/49
2558,321/873
2559,1/1
2560,389/318
2561,82/71
2562,3/2
2563,7/1
2564,58/4
2565,36/1
2566,2/2
2567,6/912
2568,822/4
2569,9/605
2570,23/12
2571,909/447
2572,632/449
2573,485/3
2574,198/96
2575,59/71
2576,63/26
2577,188/32
2578,269/997
2579,826/59
2580,1/61
2581,952/2
2582,2/72
2583,3/50
2584,78/5
2585,99/31
2586,21/3
2587,518/6
2588,3/78
2589,74/31
2590,10/6
2591,904/16
2592,4/476
2593,729/674
2594,41/476
2595,63/762
2596,772/581
2597,6/42
2598,212/200
2599,5/54
2600,5/312
2601,569/61
2602,9/5
2603,44/996
2604,568/640
2605,286/79
2606,61/579
2607,511/7
2608,307/561
2609,22/723
2610,40/35
2611,87/980
2612,100/8
2613,441/7
2614,137/2
2615,4/98
2616,99/122
2617,754/678
2618,112/3
2619,58/3
2620,3/86
2621,229/3
2622,6/8
2623,9/636
2624,37/180
2625,9/6
2626,9/3
2627,2/411
2628,5/5
2629,3/7
2630,87/59
2631,10/16
2632,6/3
2633,92/845
2634,46/66
2635,6/681
2636,3/122
2637,1/226
2638,88/3
2639,962/8
2640,3/41
2641,4/415
2642,3/285
2643,302/398
2644,93/44
2645,26/49
2646,408/62
2647,24/7
2648,58/58
2649,271/242
2650,44/998
2651,9/59
2652,3/7
2653,288/43
2654,5/755
2655,54/72
2656,232/6
2657,3/3
2658,758/9
2659,84/780
2660,6/375
2661,791/74
2662,5/72
2663,221/3
2664,19/1
2665,8/239
2666,9/26
2667,1/718
2668,5/468
2669,350/97
2670,998/39
2671,77/6
2672,195/7
2673,86/3
2674,49/759
2675,7/7
2676,9/382
2677,9/1
2678,382/545
2679,7/2
2680,21/93
2681,34/55
2682,66/65
2683,5/55
2684,41/74
2685,78/52
2686,198/212
2687,83/372
2688,5/83
2689,240/268
2690,348/3
2691,93/8
2692,879/4
2693,912/96
2694,5/7
2695,53/95
2696,5/9
2697,53/723
2698,547/7
2699,1/5
2700,62/78
2701,523/662
2702,32/51
2703,8/810
2704,1/34
2705,3/56
2706,906/4
2707,16/969
2708,451/8
2709,26/57
2710,3/260
2711,5/27
2712,287/54
2713,502/821
2714,5/35
2715,86/8
2716,244/73
2717,644/7
2718,41/7
2719,246/563
2720,437/50
2721,114/12
2722,769/7
2723,4/83
2724,75/1
2725,468/176
2726,27/8
2727,323/830
2728,599/22
2729,457/14
2730,662/794
2731,862/5
2732,43/388
2733,8/87
2734,85/94
2735,6/21
2736,82/9
2737,13/66
2738,732/18
2739,375/61
2740,57/4
2741,899/53
2742,261/884
2743,365/7
2744,758/7
2745,789/35
2746,1/1
2747,871/1
2748,888/671
2749,8/70
2750,3/7
2751,8/2
2752,22/7
2753,460/7
2754,94/5
2755,951/294
2756,22/61
2757,92/237
2758,571/73
2759,441/30
2760,1/8
2761,3/173
2762,2/41
2763,7/47
2764,44/47
2765,7/8
2766,843/4
2767,2/890
2768,36/59
2769,8/157
2770,1/3
2771,631/17
2772,38/9
2773,144/563
2774,1/32
2775,583/68
2776,640/422
2777,27/5
2778,4/731
2779,757/20
2780,36/978
2781,4/109
2782,6/774
2783,720/32
2784,3/99
2785,76/43
2786,4/8
2787,86/621
2788,4/7
2789,399/86
2790,3/7
2791,15/49
2792,2/4
2793,92/4
2794,851/8
2795,32/18
2796,346/42
2797,343/84
2798,7/45
2799,619/42
2800,35/946
2801,63/782
2802,840/2
2803,2/18
2804,13/127
2805,670/301
2806,550/32
2807,508/897
2808,678/47
2809,54/957
2810,36/697
2811,33/67
2812,893/357
2813,983/2
2814,542/2
2815,997/536
2816,1/666
2817,9/81
2818,3/200
2819,1/77
2820,286/47
2821,768/8
2822,3/7
2823,57/113
2824,6/84
2825,288/57
2826,21/4
2827,8/7
2828,20/32
2829,43/767
2830,327/6
2831,33/505
2832,972/296
2833,551/40
2834,311/277
2835,2/7
2836,824/18
2837,32/73
2838,792/484
2839,4/97
2840,58/3
2841,25/48
2842,747/94
2843,9/36
2844,1/55
2845,252/5
2846,4/28
2847,1/890
2848,4/572
2849,76/305
2850,7/62
2851,28/16
2852,105/8
2853,2/2
2854,3/985
2855,650/60
2856,2/94
2857,1/2
2858,47/133
2859,5/942
2860,9/28
2861,269/954
2862,66/5
2863,5/4
2864,19/96
2865,776/791
2866,893/5
2867,9/152
2868,1/3
2869,317/69
2870,7/2
2871,7/3
2872,58/3
2873,39/12
2874,4/40
2875,7/389
2876,77/94
2877,55/6
2878,6/65
2879,4/455
2880,350/4
2881,68/74
2882,7/1
2883,63/83
2884,862/641
2885,99/421
2886,6/6
2887,7/99
2888,565/5
2889,103/6
2890,805/625
2891,19/12
2892,142/233
2893,9/142
2894,70/5
2895,705/72
2896,63/6
2897,6/33
2898,554/96
2899,3/241
2900,9/1
2901,714/79
2902,76/3
2903,867/930
2904,188/781
2905,17/68
2906,3/105
2907,16/2
2908,6/560
2909,169/2
2910,3/472
2911,62/705
2912,30/7
2913,3/9
2914,90/6
2915,1/54
2916,6/13
2917,322/58
2918,175/862
2919,39/174
2920,4/937
2921,4/87
2922,646/1
2923,56/8
2924,1/57
2925,46/78
2926,40/5
2927,92/394
2928,2/767
2929,71/5
2930,100/293
2931,4/3
2932,64/96
2933,63/336
2934,6/29
2935,431/91
2936,17/32
2937,2/17
2938,1/94
2939,2/93
2940,3/972
2941,73/76
2942,559/702
2943,2/530
2944,7/60
2945,8/965
2946,9/2
2947,676/6
2948,7/9
2949,97/916
2950,812/1
2951,6/89
2952,82/5
2953,274/5
2954,6/5
2955,78/64
2956,994/2
2957,730/21
2958,11/9
2959,10/43
2960,3/33
2961,68/1
2962,800/854
2963,3/6
2964,718/59
2965,52/18
2966,974/238
2967,22/6
2968,46/773
2969,2/1
2970,83/464
2971,38/761
2972,19/218
2973,28/11
2974,859/1
2975,472/6
2976,307/840
2977,3/483
2978,643/48
2979,98/6
2980,60/3
2981,66/5
2982,916/28
2983,9/1
2984,3/135
2985,20/711
2986,98/3
2987,2/2
2988,502/199
2989,5/394
2990,374/155
2991,100/2
2992,329/52
2993,485/20
2994,9/463
2995,900/394
2996,1/92
2997,91/5
2998,108/7
2999,244/41
3000,90/8
3001,91/222
3002,6/8
3003,38/9
3004,406/46
3005,12/22
3006,764/81
3007,82/170
3008,8/447
3009,957/12
3010,22/6
3011,24/6
3012,6/542
3013,788/45
3014,88/721
3015,99/291
3016,9/8
3017,524/509
3018,23/26
3019,601/34
3020,141/6
3021,805/670
3022,64/69
3023,6/81
3024,9/307
3025,477/4
3026,4/480
3027,2/2
3028,946/4
3029,945/709
3030,234/3
3031,6/808
3032,803/6
3033,5/2
3034,2/688
3035,305/22
3036,1/3
3037,8/92
3038,977/37
3039,975/479
3040,5/2
3041,110/5
3042,1/28
3043,84/57
3044,8/44
3045,876/2
3046,290/423
3047,661/589
3048,982/70
3049,658/61
3050,5/4
3051,881/3
3052,333/3
3053,871/91
3054,6/615
3055,23/367
3056,5/2
3057,3/1
3058,38/59
3059,3/1
3060,9/31
3061,877/5
3062,2/35
3063,630/85
3064,146/6
3065,14/306
3066,2/4
3067,39/24
3068,3/5
3069,50/3
3070,598/4
3071,17/965
3072,673/949
3073,8/91
3074,626/10
3075,29/59
3076,95/893
3077,15/1
3078,8/409
3079,528/94
3080,6/142
3081,801/1
3082,379/8
3083,68/77
3084,627/6
3085,6/7
3086,75/6
3087,846/66
3088,932/828
3089,8/8
3090,320/394
3091,8/4
3092,947/98
3093,3/5
3094,714/3
3095,165/928
3096,31/688
3097,562/3
3098,888/69
3099,336/1
3100,86/6
3101,6/74
3102,75/56
3103,554/38
3104,7/82
3105,696/857
3106,94/120
3107,48/643
3108,367/82
3109,28/495
3110,3/53
3111,6/266
3112,32/36
3113,1/813
3114,18/13
3115,940/9
3116,95/9
3117,37/34
3118,4/6
3119,85/71
3120,272/90
3121,671/55
3122,671/732
3123,458/58
3124,507/9
3125,165/31
3126,369/955
3127,9/6
3128,601/34
3129,5/3
3130,7/540
3131,33/558
3132,97/8
3133,1/3
3134,3/776
3135,28/175
3136,1/6
3137,60/5
3138,2/1
3139,5/8
3140,25/96
3141,7/81
3142,162/47
3143,13/38
3144,8/28
3145,4/5
3146,839/32
3147,49/995
3148,62/5
3149,9/301
3150,584/8
3151,621/992
3152,653/289
3153,40/65
3154,42/6
3155,360/976
3156,45/7
3157,6/576
3158,38/85
3159,93/271
3160,28/977
3161,6/87
3162,94/203
3163,15/1
3164,4/887
3165,3/7
3166,91/2
3167,467/5
3168,164/11
3169,519/58
3170,818/2
3171,673/820
3172,49/23
3173,40/7
3174,1/8
3175,311/597
3176,434/719
3177,7/82
3178,10/171
3179,3/25
3180,121/1
3181,999/588
3182,37/20
3183,96/5
3184,796/647
3185,76/7
3186,469/5
3187,68/798
3188,8/1
3189,9/4
3190,42/1
3191,5/8
3192,788/82
3193,75/395
3194,528/602
3195,39/6
3196,73/10
3197,18/426
3198,1/510
3199,1/5
3200,361/810
3201,81/256
3202,89/107
3203,41/4
3204,132/17
3205,2/632
3206,2/42
3207,883/64
3208,953/5
3209,2/236
3210,4/2
3211,1/3
3212,5/209
3213,19/1
3214,54/3
3215,6/1
3216,873/1
3217,6/13
3218,5/386
3219,54/805
3220,760/35
3221,509/224
3222,74/10
3223,25/6
3224,737/971
3225,85/7
3226,46/92
3227,99/188
3228,112/15
3229,315/9
3230,799/7
3231,2/453
3232,73/51
3233,639/526
3234,529/40
3235,250/57
3236,306/73
3237,2/70
3238,734/5
3239,12/30
3240,43/957
3241,658/1
3242,65/6
3243,489/317
3244,8/533
3245,82/1
3246,908/267
3247,572/262
3248,38/62
3249,8/780
3250,3/3
3251,6/11
3252,272/136
3253,70/8
3254,5/418
3255,36/974
3256,7/8
3257,7/83
3258,9/44
3259,5/805
3260,353/596
3261,46/56
3262,1/4
3263,57/35
3264,3/267
3265,5/342
3266,6/17
3267,3/50
3268,335/2
3269,8/505
3270,64/5
3271,2/93
3272,1/5
3273,788/150
3274,263/39
3275,17/85
3276,2/1
3277,926/74
3278,8/625
3279,412/861
3280,28/1
3281,91/546
3282,432/626
3283,71/91
3284,31/77
3285,126/83
3286,3/3
3287,6/6
3288,137/6
3289,27/84
3290,2/495
3291,937/6
3292,739/2
3293,880/176
3294,7/28
3295,52/2
3296,9/634
3297,471/5
3298,65/9
3299,43/18
3300,6/186
3301,3/87
3302,649/8
3303,3/76
3304,69/8
3305,537/5
3306,1/299
3307,2/52
3308,79/25
3309,8/46
3310,722/93
3311,30/10
3312,95/560
3313,74/386
3314,99/63
3315,154/2
3316,442/4
3317,45/73
3318,6/701
3319,19/319
3320,21/4
3321,6/7
3322,51/65
3323,98/121
3324,58/7
3325,70/415
3326,6/501
3327,9/33
3328,73/90
3329,97/566
3330,77/70
3331,721/793
3332,5/3
3333,5/2
3334,64/7
3335,98/87
3336,9/8
3337,20/4
3338,968/59
3339,22/878
3340,3/959
3341,6/2
3342,14/614
3343,981/66
3344,55/8
3345,83/2
3346,85/785
3347,54/54
3348,995/67
3349,196/132
3350,712/592
3351,472/152
3352,8/67
3353,260/3
3354,7/2
3355,51/86
3356,99/12
3357,349/20
3358,135/1
3359,81/305
3360,98/61
3361,80/20
3362,85/93
3363,88/149
3364,88/48
3365,65/8
3366,39/493
3367,198/36
3368,58/95
3369,2/594
3370,4/5
3371,66/1
3372,99/1
3373,7/10
3374,9/854
3375,761/63
3376,5/12
3377,172/12
3378,42/5
3379,6/19
3380,906/205
3381,266/361
3382,522/9
3383,454/580
3384,38/11
3385,67/854
3386,7/19
3387,4/1
3388,406/6
3389,52/339
3390,282/48
3391,180/48
3392,2/536
3393,52/26
3394,71/817
3395,87/833
3396,9/2
3397,335/41
3398,864/647
3399,34/104
3400,2/592
3401,4/17
3402,3/5
3403,90/563
3404,33/299
3405,9/8
3406,3/911
3407,6/19
3408,727/6
3409,4/780
3410,13/6
3411,569/8
3412,1/6
3413,26/755
3414,7/513
3415,694/959
3416,6/90
3417,16/17
3418,69/10
3419,5/773
3420,75/87
3421,9/8
3422,7/916
3423,5/23
3424,8/423
3425,2/4
3426,47/480
3427,6/155
3428,5/317
3429,2/382
3430,5/8
3431,584/61
3432,243/1
3433,12/74
3434,77/64
3435,8/1
3436,515/145
3437,817/76
3438,245/994
3439,782/353
3440,51/831
3441,32/313
3442,5/5
3443,297/95
3444,57/13
3445,542/1
3446,312/482
3447,3/73
3448,68/5
3449,33/51
3450,9/257
3451,205/188
3452,4/13
3453,496/1
3454,881/976
3455,602/210
3456,7/7
3457,828/7
3458,520/4
3459,538/16
3460,937/1
3461,9/269
3462,921/889
3463,608/57
3464,7/39
3465,74/3
3466,639/629
3467,5/434
3468,367/3
3469,954/58
3470,285/299
3471,9/72
3472,23/801
3473,269/12
3474,25/21
3475,46/4
3476,889/8
3477,7/896
3478,851/374
3479,422/18
3480,2/78
3481,2/8
3482,328/887
3483,89/562
3484,1/6
3485,736/516
3486,6/549
3487,1/1
3488,8/55
3489,22/960
3490,7/8
3491,33/20
3492,6/4
3493,6/9
3494,89/217
3495,378/9
3496,476/763
3497,9/71
3498,942/9
3499,523/2
3500,5/25
3501,689/4
3502,21/2
3503,4/12
3504,13/3
3505,6/478
3506,74/267
3507,703/3
3508,3/9
3509,7/7
3510,2/9
3511,5/10
3512,2/41
3513,48/5
3514,2/4
3515,407/54
3516,62/34
3517,4/503
3518,71/17
3519,54/167
3520,855/488
3521,8/3
3522,5/8
3523,199/378
3524,67/1
3525,3/5
3526,617/85
3527,61/9
3528,4/7
3529,5/1
3530,2/6
3531,81/346
3532,185/9
3533,864/34
3534,412/4
3535,4/312
3536,82/340
3537,2/9
3538,698/91
3539,4/61
3540,768/3
3541,91/52
3542,104/464
3543,564/7
3544,74/613
3545,318/59
3546,7/203
3547,385/944
3548,94/110
3549,6/79
3550,8/914
3551,208/321
3552,871/95
3553,4/932
3554,194/276
3555,4/86
3556,523/299
3557,4/7
3558,84/81
3559,410/996
3560,2/570
3561,9/3
3562,118/23
3563,560/58
3564,3/746
3565,650/7
3566,6/49
3567,4/80
3568,814/5
3569,94/212
3570,6/492
3571,585/9
3572,8/702
3573,4/847
3574,5/85
3575,38/8
3576,140/632
3577,3/559
3578,33/61
3579,901/7
3580,23/884
3581,8/566
3582,6/63
3583,2/840
3584,41/7
3585,239/37
3586,258/6
3587,23/22
3588,60/9
3589,390/4
3590,820/4
3591,25/6
3592,586/5
3593,322/816
3594,94/13
3595,498/4
3596,50/22
3597,13/36
3598,6/61
3599,1/53
3600,8/941
3601,93/8
3602,5/3
3603,964/56
3604,8/102
3605,57/245
3606,993/547
3607,63/451
3608,700/12
3609,60/1
3610,923/319
3611,795/7
3612,523/6
3613,4/7
3614,9/6
3615,770/74
3616,78/6
3617,2/4
3618,536/4
3619,57/67
3620,693/878
3621,70/3
3622,11/35
3623,8/3
3624,479/8
3625,413/790
3626,6/6
3627,35/775
3628,608/848
3629,83/44
3630,6/6
3631,48/10
3632,78/41
3633,86/283
3634,838/37
3635,2/269
3636,29/89
3637,711/555
3638,9/4
3639,51/68
3640,787/4
3641,4/52
3642,119/95
3643,557/8
3644,645/81
3645,684/2
3646,406/2
3647,23/323
3648,1/83
3649,752/3
3650,118/88
3651,6/6
3652,3/88
3653,2/770
3654,482/70
3655,805/5
3656,99/53
3657,331/660
3658,936/555
3659,860/93
3660,9/75
3661,792/2
3662,946/4
3663,5/56
3664,543/5
3665,5/6
3666,731/20
3667,6/23
3668,49/687
3669,57/4
3670,764/1
3671,98/1
3672,4/418
3673,343/983
3674,61/307
3675,940/4
3676,19/2
3677,6/437
3678,60/24
3679,9/1
3680,85/1
3681,167/1
3682,518/408
3683,8/32
3684,8/92
3685,647/155
3686,44/18
3687,5/123
3688,53/947
3689,8/64
3690,844/195
3691,26/112
3692,24/35
3693,14/997
3694,4/5
3695,38/4
3696,6/4
3697,4/113
3698,308/3
3699,54/6
3700,5/816
3701,535/1
3702,4/67
3703,585/736
3704,26/750
3705,9/573
3706,2/8
3707,55/31
3708,656/27
3709,3/33
3710,2/474
3711,350/8
3712,164/8
3713,283/5
3714,3/4
3715,40/1
3716,3/36
3717,6/564
3718,5/5
3719,8/14
3720,233/5
3721,99/2
3722,95/1
3723,49/17
3724,84/74
3725,609/925
3726,234/2
3727,49/1
3728,50/6
3729,491/127
3730,64/4
3731,67/326
3732,59/25
3733,370/32
3734,12/273
3735,36/1
3736,70/726
3737,59/5
3738,841/33
3739,48/9
3740,87/8
3741,6/527
3742,290/93
3743,884/483
3744,87/3
3745,58/704
3746,552/312
3747,316/3
3748,74/2
3749,502/17
3750,6/4
3751,4/31
3752,287/803
3753,2/543
3754,531/894
3755,493/37
3756,8/6
3757,521/361
3758,1/9
3759,28/33
3760,633/8
3761,86/81
3762,31/2
3763,740/17
3764,83/33
3765,4/6
3766,494/70
3767,97/59
3768,22/6
3769,80/3
3770,44/46
3771,2/3
3772,8/3
3773,1/85
3774,482/6
3775,939/5
3776,94/29
3777,65/7
3778,2/462
3779,5/740
3780,5/30
3781,30/558
3782,9/1
3783,2/1
3784,47/6
3785,2/345
3786,154/5
3787,6/894
3788,894/541
3789,99/7
3790,819/162
3791,16/367
3792,4/233
3793,715/1
3794,179/99
3795,4/490
3796,4/474
3797,85/80
3798,3/960
3799,229/853
3800,458/40
3801,8/295
3802,8/4
3803,9/97
3804,91/72
3805,658/8
3806,296/711
3807,25/4
3808,6/94
3809,43/36
3810,32/720
3811,349/5
3812,1/2
3813,3/71
3814,2/597
3815,801/42
3816,744/9
3817,9/2
3818,6/65
3819,28/47
3820,13/2
3821,2/5
3822,570/4
3823,77/4
3824,9/22
3825,350/57
3826,30/34
3827,3/6
3828,15/57
3829,1/70
3830,9/88
3831,207/7
3832,44/241
3833,27/717
3834,13/42
3835,8/9
3836,72/273
3837,191/8
3838,41/56
3839,64/58
3840,69/33
3841,333/95
3842,7/11
3843,869/37
3844,4/147
3845,542/998
